Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
1617.3,0.03326,0.02873,0.03044,0.01223,0.01538,0.01601,0.0193,0.005461,0.01073,0.01694,0.004759,0.01512,0.0262,0.0289,0.0175,0.01831,0.03646,0.01912,0.01173,0.01284,0.009502,0.006213,0.008216,0.007156,0.007596,0.02781,0.02246,0.01263,0.02066,0.01805,0.02252,0.02242,0.02047,0.01899,0.01201,0.006791,0.0123,0.01381,0.02124,0.01824,0.01363,0.01425,0.007906,0.01085,0.008564,0.01946,0.008525,0.01435,0.008884,0.008716,0.0224,0.01534,0.01908,0.02367,0.0165,0.02208,0.01857,0.02304,0.01759,0.02159,0.01795,0.01771,0.01416,0.01537,0.01499,0.02416,0.02166,0.01774,0.01911,0.02774,0.02358,0.02342,0.01387,0.01544,0.01654,0.01378,0.01058,0.0117,0.009386,0.01344,0.009244,0.01355,0.01258,0.01477,0.01611,0.01186,0.01558,0.01354,0.01555,0.01704,0.01565,0.02355,0.02032,0.01037,0.01238,0.01267,0.01549,0.01455,0.0156,0.01333,0.01929,0.01489,0.01887,0.01471,0.02005,0.02003,0.008033,0.01555
1615.84,0.03567,0.03018,0.03229,0.01262,0.01695,0.01742,0.02064,0.006104,0.01198,0.01782,0.005164,0.01626,0.02755,0.03044,0.01951,0.0191,0.03858,0.01978,0.01259,0.01389,0.01055,0.00678,0.008723,0.00822,0.00848,0.02891,0.02425,0.01377,0.02199,0.01925,0.02352,0.02366,0.02213,0.02096,0.01358,0.007764,0.01367,0.01501,0.02311,0.01932,0.01449,0.01505,0.00876,0.01204,0.009583,0.02185,0.009565,0.0157,0.01041,0.009754,0.02456,0.01667,0.0207,0.02588,0.01821,0.02445,0.02032,0.02513,0.01952,0.02302,0.01922,0.01919,0.01593,0.01679,0.01656,0.02604,0.02367,0.01936,0.02091,0.02959,0.02559,0.02511,0.01511,0.01651,0.01776,0.01704,0.01277,0.01409,0.0111,0.01613,0.01135,0.01533,0.01489,0.01782,0.01959,0.01411,0.01843,0.0164,0.01944,0.02035,0.01896,0.02834,0.02468,0.01226,0.01487,0.01583,0.0192,0.01778,0.01987,0.01642,0.02053,0.01599,0.0207,0.01569,0.02162,0.0219,0.009238,0.01878
1614.37,0.03894,0.03308,0.03539,0.01391,0.01887,0.01907,0.02259,0.006951,0.01346,0.01949,0.00591,0.01816,0.02879,0.03228,0.02214,0.02011,0.04093,0.02093,0.01378,0.01555,0.0117,0.007674,0.009736,0.009778,0.009745,0.03095,0.02628,0.01552,0.02406,0.02138,0.02553,0.02603,0.02427,0.02327,0.01609,0.008924,0.01547,0.01677,0.0259,0.02116,0.01571,0.01619,0.01024,0.01368,0.01088,0.0249,0.01104,0.01757,0.01258,0.01151,0.02787,0.01872,0.0228,0.02911,0.02054,0.02816,0.02297,0.02788,0.02173,0.02491,0.02146,0.02111,0.01765,0.01842,0.01869,0.02844,0.02586,0.02136,0.02349,0.03166,0.02826,0.02747,0.01657,0.0181,0.01968,0.02189,0.01583,0.01784,0.01402,0.0201,0.01438,0.01863,0.01828,0.02206,0.02401,0.01764,0.02201,0.02048,0.02448,0.0249,0.02435,0.03471,0.03115,0.01544,0.01807,0.02052,0.02453,0.02284,0.02619,0.02071,0.0223,0.01777,0.02297,0.01791,0.02394,0.02427,0.01095,0.02328
1612.91,0.04333,0.03788,0.03997,0.01607,0.0211,0.02154,0.02518,0.007728,0.01509,0.02212,0.00686,0.02013,0.03046,0.03468,0.02451,0.02157,0.04379,0.0231,0.01556,0.01733,0.01329,0.009041,0.01106,0.01169,0.01121,0.03397,0.02865,0.01742,0.02723,0.02399,0.02825,0.02896,0.02702,0.02634,0.01916,0.01054,0.01832,0.0195,0.03003,0.02356,0.01787,0.01806,0.01212,0.01598,0.01267,0.02876,0.01316,0.02007,0.01574,0.01426,0.03236,0.0218,0.02596,0.0335,0.02341,0.03277,0.02596,0.03058,0.02486,0.02761,0.02415,0.02361,0.01988,0.02031,0.02115,0.03144,0.02889,0.02406,0.02701,0.03477,0.03171,0.03017,0.01857,0.02064,0.02242,0.02862,0.0201,0.02277,0.01808,0.02532,0.01819,0.02345,0.02281,0.02816,0.03042,0.02256,0.02694,0.02649,0.03121,0.03127,0.03135,0.04421,0.0401,0.02022,0.02234,0.02694,0.03159,0.03046,0.03469,0.02653,0.02474,0.02082,0.02537,0.02055,0.02707,0.02666,0.01381,0.02993
1611.45,0.04894,0.04425,0.04603,0.01869,0.0244,0.02452,0.02868,0.008863,0.01712,0.0253,0.008077,0.02239,0.03375,0.03791,0.02745,0.02403,0.04812,0.02628,0.01805,0.01975,0.01529,0.01057,0.01318,0.01398,0.01327,0.03736,0.03193,0.01957,0.03123,0.02669,0.03194,0.03257,0.03057,0.03028,0.02272,0.01261,0.02202,0.02346,0.03503,0.02653,0.02092,0.02101,0.01418,0.01889,0.01506,0.03314,0.0157,0.02277,0.01975,0.01757,0.03804,0.02573,0.03006,0.03949,0.02713,0.03827,0.02979,0.03444,0.02858,0.03105,0.02684,0.02699,0.02232,0.02235,0.02401,0.03542,0.03245,0.02697,0.03097,0.03858,0.03561,0.03338,0.02107,0.02366,0.02577,0.03665,0.02524,0.02845,0.02295,0.0316,0.02306,0.02921,0.02837,0.03558,0.03815,0.02843,0.03332,0.03395,0.03966,0.03967,0.0401,0.05666,0.05129,0.02609,0.02797,0.0347,0.0401,0.04001,0.04537,0.03373,0.0283,0.02453,0.02844,0.02352,0.03047,0.03032,0.0176,0.03845
1609.98,0.05553,0.05162,0.05284,0.02197,0.02827,0.02771,0.03283,0.01024,0.01938,0.02856,0.009638,0.02521,0.03743,0.04193,0.03083,0.02754,0.0525,0.0298,0.02068,0.02259,0.01766,0.01196,0.0156,0.01611,0.01578,0.04092,0.03619,0.02198,0.03553,0.03003,0.03647,0.03727,0.03452,0.03467,0.02686,0.0151,0.02679,0.02801,0.03985,0.03017,0.02427,0.02474,0.01647,0.0214,0.01805,0.03744,0.01809,0.02618,0.02431,0.0214,0.04519,0.03038,0.03497,0.04679,0.03157,0.04489,0.03467,0.0392,0.03324,0.03519,0.02997,0.03086,0.02548,0.0244,0.02696,0.03976,0.03655,0.03043,0.035,0.04327,0.04013,0.03728,0.02368,0.0274,0.02975,0.04543,0.03081,0.03457,0.02887,0.03851,0.02811,0.03546,0.03482,0.04383,0.04634,0.03459,0.04032,0.04253,0.0493,0.04903,0.0496,0.0711,0.06416,0.03234,0.03404,0.04315,0.04922,0.0507,0.05723,0.04142,0.03269,0.02847,0.03226,0.02693,0.0349,0.03435,0.02179,0.0475
1608.52,0.06291,0.05869,0.05918,0.02531,0.03224,0.03084,0.03692,0.01159,0.0213,0.03183,0.01142,0.02768,0.0405,0.04527,0.03398,0.03054,0.0567,0.03314,0.02306,0.02506,0.02021,0.01327,0.01783,0.0181,0.01825,0.0446,0.04095,0.02397,0.03927,0.03331,0.04076,0.04187,0.03834,0.03809,0.03101,0.01763,0.0316,0.0322,0.04352,0.03373,0.02744,0.02825,0.0186,0.0249,0.02058,0.04105,0.02029,0.03004,0.02901,0.02515,0.05357,0.03544,0.04048,0.05495,0.03637,0.05302,0.04011,0.04402,0.0389,0.0399,0.03328,0.03553,0.02902,0.02699,0.0302,0.04493,0.04136,0.03449,0.03968,0.04863,0.04535,0.04197,0.02684,0.03113,0.03409,0.05353,0.03636,0.04071,0.03424,0.04532,0.03282,0.04156,0.04134,0.05213,0.05432,0.04035,0.04708,0.05153,0.05904,0.05839,0.05919,0.08612,0.07689,0.03826,0.04002,0.05137,0.05823,0.06107,0.06876,0.04891,0.03717,0.03175,0.03567,0.03002,0.03973,0.03885,0.02593,0.05623
1607.06,0.06977,0.06551,0.06484,0.02803,0.03609,0.03332,0.04075,0.01268,0.02267,0.03457,0.01304,0.02984,0.04322,0.04799,0.03636,0.03295,0.05992,0.03524,0.02487,0.02714,0.02228,0.01426,0.01971,0.01989,0.02013,0.04764,0.04484,0.02556,0.04232,0.03592,0.04446,0.04531,0.04152,0.04075,0.03431,0.01965,0.03589,0.03567,0.04602,0.03672,0.03013,0.03094,0.02012,0.02783,0.02258,0.04414,0.02222,0.03367,0.03291,0.02848,0.0628,0.04051,0.04662,0.0638,0.04131,0.06199,0.04595,0.04891,0.04494,0.04523,0.03708,0.04052,0.03255,0.03017,0.03377,0.05077,0.04648,0.03901,0.04483,0.05422,0.0506,0.04674,0.03001,0.03499,0.03902,0.05978,0.04083,0.04574,0.03849,0.05052,0.03689,0.0464,0.04699,0.05896,0.06051,0.0447,0.05251,0.05911,0.06678,0.06619,0.06718,0.09897,0.08739,0.0428,0.04484,0.05801,0.06558,0.06926,0.07791,0.05498,0.04086,0.03416,0.03805,0.03224,0.04464,0.04366,0.0293,0.06321
1605.59,0.07498,0.07093,0.0686,0.02989,0.03915,0.03488,0.04359,0.01341,0.02333,0.03626,0.01418,0.03135,0.04567,0.04929,0.03741,0.03445,0.06201,0.03589,0.02616,0.02842,0.02357,0.01455,0.02074,0.02075,0.02127,0.04942,0.04714,0.0267,0.04432,0.0378,0.04653,0.04694,0.04308,0.04199,0.03606,0.0208,0.03836,0.03766,0.04727,0.03859,0.03143,0.03229,0.02063,0.02949,0.02369,0.04557,0.02355,0.03558,0.03534,0.03071,0.07224,0.0455,0.05247,0.07304,0.04639,0.07107,0.05168,0.05394,0.05091,0.05063,0.04083,0.04507,0.03632,0.03394,0.03751,0.05684,0.05184,0.04356,0.05035,0.05978,0.05546,0.05188,0.03325,0.03862,0.04393,0.0634,0.0432,0.04878,0.04096,0.05374,0.0396,0.04915,0.05029,0.06327,0.06428,0.04724,0.05564,0.06377,0.0712,0.07084,0.0721,0.1072,0.0937,0.04528,0.04799,0.0616,0.06986,0.07413,0.08312,0.05848,0.04332,0.03555,0.03925,0.03355,0.04958,0.04833,0.03129,0.06728
1604.13,0.07719,0.07304,0.06972,0.03029,0.04059,0.0354,0.04469,0.01367,0.0232,0.03682,0.01465,0.03151,0.04614,0.04869,0.03725,0.03469,0.06218,0.03555,0.0267,0.02827,0.02376,0.01433,0.0209,0.02075,0.02161,0.04923,0.0475,0.02677,0.0444,0.03807,0.04619,0.04635,0.04331,0.04182,0.03613,0.02093,0.03871,0.03779,0.04637,0.03872,0.03147,0.03258,0.02003,0.0295,0.02353,0.04526,0.02387,0.03574,0.03604,0.03103,0.08106,0.05004,0.05723,0.0817,0.05086,0.07962,0.05653,0.05856,0.05636,0.05513,0.04446,0.04933,0.04014,0.03772,0.04133,0.06267,0.05717,0.04767,0.05549,0.06448,0.0599,0.05657,0.03641,0.042,0.04833,0.06361,0.0435,0.04923,0.04157,0.05447,0.04026,0.04932,0.05103,0.06438,0.06474,0.04742,0.05597,0.06482,0.07186,0.07155,0.07312,0.1096,0.09507,0.04562,0.0487,0.06181,0.07088,0.07496,0.08366,0.05897,0.04399,0.03588,0.03939,0.03375,0.05408,0.05234,0.03164,0.06794
1602.67,0.07549,0.07136,0.06783,0.02924,0.03974,0.0345,0.04371,0.01362,0.02219,0.03571,0.01429,0.03057,0.04491,0.04754,0.03648,0.03343,0.06055,0.03397,0.02553,0.02697,0.02305,0.01354,0.01988,0.0201,0.02104,0.04755,0.04618,0.02554,0.04291,0.03651,0.04378,0.04417,0.04207,0.03998,0.03452,0.02013,0.03713,0.03606,0.0434,0.03687,0.02993,0.0316,0.01888,0.028,0.02228,0.04343,0.02306,0.03432,0.03476,0.02983,0.08837,0.05369,0.06124,0.08897,0.05455,0.08629,0.06046,0.06236,0.06141,0.05907,0.0475,0.05303,0.04284,0.04106,0.04485,0.06799,0.06201,0.05123,0.06004,0.06823,0.06363,0.06018,0.03915,0.04467,0.05204,0.06129,0.04161,0.04701,0.03974,0.0526,0.03878,0.04715,0.0492,0.06207,0.06232,0.04537,0.05378,0.06267,0.06851,0.06857,0.07025,0.1058,0.09139,0.04371,0.04683,0.05917,0.06831,0.0718,0.07979,0.05676,0.04274,0.03462,0.038,0.03221,0.05768,0.05583,0.03025,0.06513
1601.2,0.07101,0.06703,0.06316,0.02737,0.03767,0.03251,0.04125,0.01306,0.02082,0.03338,0.01341,0.02878,0.04263,0.04519,0.03524,0.03112,0.05724,0.0311,0.02347,0.0247,0.02166,0.01258,0.01804,0.01815,0.01976,0.04496,0.04356,0.02374,0.04015,0.0339,0.04041,0.04123,0.03954,0.03709,0.03204,0.01847,0.03394,0.0329,0.0394,0.03375,0.02745,0.02914,0.01718,0.02588,0.02044,0.04018,0.0217,0.03146,0.03209,0.02734,0.09353,0.05629,0.0637,0.09445,0.05708,0.09079,0.06328,0.06522,0.06521,0.06205,0.0494,0.05569,0.04468,0.04372,0.0478,0.07261,0.06595,0.05397,0.06364,0.07038,0.0663,0.06273,0.04128,0.04648,0.05496,0.05629,0.03819,0.04289,0.03615,0.04848,0.03565,0.04305,0.04544,0.0569,0.0575,0.04163,0.04926,0.05768,0.06248,0.06217,0.06456,0.09703,0.08368,0.04005,0.04302,0.05445,0.06302,0.0653,0.0725,0.05216,0.03976,0.03244,0.03557,0.02959,0.05977,0.05838,0.02766,0.05964
1599.74,0.06477,0.06089,0.05715,0.0254,0.03455,0.02971,0.03753,0.01189,0.01915,0.03075,0.01216,0.0265,0.03897,0.04233,0.03281,0.02797,0.05255,0.02822,0.02084,0.02228,0.01939,0.01166,0.01583,0.01664,0.01793,0.04181,0.03985,0.02147,0.03697,0.03109,0.03675,0.03752,0.0359,0.03338,0.02873,0.01613,0.02947,0.02904,0.03494,0.03018,0.02418,0.02619,0.01521,0.02325,0.01805,0.03602,0.01974,0.02795,0.02828,0.02407,0.09596,0.05729,0.06454,0.09929,0.05805,0.09288,0.06431,0.06631,0.06685,0.06364,0.05043,0.05681,0.04528,0.04543,0.04993,0.07545,0.06837,0.05537,0.06575,0.07074,0.06723,0.06365,0.042,0.04732,0.05667,0.04969,0.03378,0.03798,0.03184,0.04294,0.03151,0.03814,0.04038,0.04998,0.05078,0.03697,0.04325,0.05078,0.05437,0.05417,0.05724,0.08492,0.07344,0.03526,0.03772,0.0483,0.05597,0.05703,0.06343,0.04611,0.03575,0.02962,0.03198,0.0268,0.06049,0.05907,0.02429,0.05248
1598.28,0.05816,0.05398,0.05013,0.023,0.03053,0.027,0.03298,0.01025,0.01725,0.02794,0.01052,0.02341,0.03521,0.03939,0.02926,0.02443,0.04779,0.02562,0.01821,0.0194,0.01706,0.01071,0.01356,0.01482,0.01563,0.03812,0.03546,0.01899,0.03373,0.02817,0.03285,0.03362,0.03203,0.02975,0.02506,0.01384,0.02518,0.02509,0.03082,0.02654,0.02101,0.02322,0.01334,0.02042,0.01556,0.03177,0.01752,0.02418,0.0244,0.02064,0.09509,0.05659,0.06377,0.09791,0.05693,0.09162,0.06299,0.06489,0.06649,0.06345,0.0498,0.05645,0.0448,0.04579,0.05073,0.07601,0.06922,0.05533,0.06618,0.0696,0.06622,0.06244,0.04161,0.04687,0.05701,0.04279,0.02909,0.03271,0.0273,0.03702,0.02693,0.0329,0.03493,0.04293,0.04383,0.03183,0.03707,0.04352,0.04595,0.0461,0.04918,0.07241,0.06265,0.03047,0.03239,0.04159,0.04832,0.04875,0.05401,0.03965,0.03153,0.027,0.02837,0.02354,0.05935,0.05782,0.02089,0.04514
1596.81,0.0517,0.04707,0.04343,0.02031,0.02661,0.02432,0.02865,0.008916,0.01543,0.02499,0.009023,0.02074,0.0323,0.03653,0.02641,0.02184,0.04398,0.02306,0.01612,0.01707,0.01488,0.009587,0.01177,0.0129,0.01373,0.03453,0.0314,0.01694,0.03056,0.02562,0.02926,0.03021,0.02833,0.0267,0.0216,0.01191,0.02121,0.02158,0.02735,0.02344,0.01877,0.02069,0.01162,0.01785,0.01352,0.02773,0.01518,0.02074,0.02106,0.01756,0.09095,0.05414,0.06102,0.09386,0.054,0.08717,0.05995,0.06198,0.06403,0.06101,0.04754,0.05458,0.04264,0.04465,0.04989,0.07445,0.06788,0.05343,0.06445,0.06648,0.06329,0.05941,0.04005,0.04459,0.05532,0.03645,0.0245,0.02776,0.02291,0.03191,0.02288,0.02797,0.02972,0.03612,0.03721,0.02701,0.03146,0.03657,0.03867,0.03905,0.04167,0.06076,0.05312,0.02603,0.02779,0.03534,0.0411,0.04135,0.04556,0.03349,0.02823,0.02435,0.02553,0.02068,0.05615,0.05536,0.01784,0.03854
1595.35,0.04599,0.04133,0.03811,0.01825,0.02306,0.02209,0.02511,0.007891,0.01387,0.0224,0.007812,0.019,0.02971,0.03427,0.02395,0.02004,0.04094,0.02122,0.01443,0.01553,0.01323,0.008504,0.01043,0.0114,0.01214,0.03169,0.02839,0.01553,0.028,0.02389,0.02639,0.02819,0.02506,0.02433,0.01883,0.01046,0.01834,0.01888,0.02464,0.02151,0.01714,0.01895,0.0104,0.01559,0.01223,0.02439,0.01306,0.01854,0.01834,0.01526,0.08409,0.05004,0.05656,0.08731,0.04988,0.08034,0.05559,0.05758,0.06006,0.05686,0.04428,0.05097,0.03961,0.04218,0.04732,0.0707,0.06442,0.05033,0.06051,0.06198,0.05901,0.05508,0.03705,0.04135,0.05142,0.03124,0.02089,0.0241,0.01975,0.0278,0.0194,0.02399,0.02556,0.03054,0.0318,0.0234,0.02687,0.03092,0.03312,0.03325,0.0355,0.05114,0.04526,0.02255,0.02394,0.03032,0.03517,0.03552,0.03894,0.02833,0.02563,0.02204,0.02363,0.01857,0.05241,0.0511,0.01535,0.03315
1593.89,0.04241,0.03746,0.03455,0.01679,0.0206,0.0207,0.02276,0.007282,0.013,0.02084,0.007223,0.01762,0.02792,0.03261,0.02198,0.01863,0.03919,0.0203,0.01354,0.01471,0.0123,0.007902,0.009796,0.01079,0.01078,0.03023,0.02683,0.0148,0.02608,0.0226,0.02495,0.02727,0.02308,0.02266,0.01713,0.009557,0.01672,0.01726,0.02313,0.02068,0.01617,0.01766,0.009554,0.01423,0.01137,0.0226,0.01151,0.01738,0.01641,0.01366,0.07555,0.04457,0.05083,0.07826,0.04486,0.07179,0.05012,0.05179,0.05474,0.0516,0.04,0.04634,0.03611,0.03898,0.04358,0.06523,0.05934,0.04633,0.05543,0.05618,0.05384,0.04985,0.03303,0.0375,0.04658,0.02741,0.01872,0.02194,0.01734,0.02494,0.01717,0.02125,0.02271,0.02688,0.02853,0.02087,0.02382,0.02713,0.02954,0.02961,0.03153,0.04464,0.03958,0.02032,0.0215,0.02678,0.0314,0.0315,0.03445,0.02489,0.02378,0.02013,0.02253,0.0171,0.04779,0.04614,0.01377,0.02962
1592.42,0.04057,0.03588,0.03284,0.0158,0.01942,0.02046,0.02211,0.007194,0.01282,0.01984,0.007299,0.01705,0.02757,0.03166,0.02109,0.01822,0.03894,0.01979,0.01352,0.01463,0.01181,0.007912,0.00978,0.01071,0.009901,0.03018,0.02611,0.01488,0.02521,0.02191,0.02446,0.02721,0.02183,0.02236,0.01647,0.009131,0.0162,0.01644,0.02294,0.02085,0.01577,0.01682,0.009069,0.01385,0.01094,0.02206,0.01083,0.01705,0.0153,0.013,0.06634,0.03866,0.04485,0.06829,0.03935,0.0633,0.04411,0.04583,0.04828,0.04562,0.03575,0.04104,0.0325,0.03542,0.03919,0.05852,0.05317,0.04141,0.04972,0.04991,0.0481,0.04436,0.02875,0.03356,0.04132,0.02573,0.0177,0.02096,0.01628,0.02341,0.0165,0.01973,0.02131,0.02499,0.02667,0.0193,0.02249,0.02507,0.02785,0.02807,0.02981,0.04121,0.03684,0.01903,0.02043,0.02501,0.02971,0.02953,0.03203,0.02314,0.02277,0.01902,0.02204,0.01636,0.04262,0.0409,0.01314,0.02789
1590.96,0.04023,0.03612,0.03348,0.01555,0.01934,0.02104,0.0229,0.007619,0.01293,0.01939,0.007625,0.0171,0.02777,0.03109,0.02114,0.01852,0.03972,0.01962,0.01411,0.01483,0.01163,0.008333,0.01012,0.0109,0.009513,0.03076,0.02583,0.0155,0.02504,0.02184,0.02388,0.02744,0.02139,0.02275,0.01646,0.009244,0.01644,0.01645,0.02363,0.02157,0.01584,0.01649,0.008985,0.01386,0.01074,0.02209,0.01099,0.01712,0.01511,0.01322,0.05718,0.03307,0.03864,0.05879,0.03402,0.0548,0.03811,0.04008,0.04188,0.03937,0.03144,0.03546,0.02914,0.03154,0.03454,0.05135,0.04667,0.03605,0.04381,0.04398,0.04252,0.03913,0.0249,0.02954,0.0361,0.02624,0.01778,0.0211,0.01685,0.02324,0.01709,0.01964,0.02122,0.02495,0.02652,0.01944,0.02286,0.02515,0.02806,0.02858,0.0302,0.0413,0.03702,0.01887,0.02084,0.02478,0.02999,0.02974,0.03255,0.02315,0.02287,0.01841,0.02225,0.01638,0.03762,0.03574,0.01334,0.0279
1589.49,0.04077,0.03727,0.03547,0.01598,0.02041,0.0223,0.02477,0.008241,0.0135,0.01994,0.008272,0.01744,0.02781,0.03074,0.02194,0.01945,0.04123,0.02015,0.01484,0.01556,0.01197,0.008978,0.01104,0.01149,0.0096,0.03156,0.02615,0.01656,0.02529,0.02194,0.02353,0.0277,0.02191,0.02322,0.01696,0.0096,0.01694,0.01696,0.02414,0.02248,0.01659,0.0169,0.009268,0.01427,0.01096,0.02301,0.01134,0.01738,0.01588,0.01374,0.04904,0.02824,0.03309,0.05018,0.02933,0.04701,0.03277,0.03476,0.03605,0.03395,0.02744,0.03081,0.02602,0.02784,0.03,0.04475,0.04051,0.03109,0.03844,0.03821,0.03653,0.03435,0.02165,0.02587,0.03118,0.02877,0.01903,0.02219,0.01871,0.02435,0.01846,0.02062,0.02261,0.02646,0.02792,0.0208,0.02439,0.02747,0.02979,0.03083,0.03216,0.04419,0.03946,0.02004,0.02236,0.02586,0.03189,0.0317,0.03509,0.0247,0.02384,0.01841,0.02294,0.01684,0.03304,0.03127,0.01409,0.02952
1588.03,0.04185,0.03934,0.03801,0.01726,0.02201,0.02374,0.02712,0.008863,0.01426,0.02121,0.00924,0.01802,0.02833,0.03157,0.02337,0.02052,0.04249,0.02102,0.01554,0.01658,0.01264,0.009674,0.012,0.01238,0.01004,0.03279,0.02705,0.01778,0.02606,0.02206,0.02398,0.02829,0.0229,0.02369,0.01747,0.01013,0.01775,0.01784,0.0243,0.02319,0.01764,0.0174,0.009753,0.01508,0.01129,0.02431,0.01185,0.01776,0.01734,0.01485,0.04235,0.02452,0.02877,0.04303,0.02538,0.04056,0.02858,0.03064,0.03176,0.0294,0.02415,0.02753,0.02331,0.02432,0.02607,0.03923,0.0353,0.02714,0.03388,0.03354,0.03263,0.03068,0.01904,0.0229,0.02694,0.0324,0.02103,0.02377,0.02089,0.02628,0.02021,0.02245,0.02486,0.0288,0.03009,0.02254,0.0265,0.03088,0.03241,0.03393,0.03514,0.04893,0.04327,0.02209,0.02447,0.02796,0.03486,0.03482,0.03867,0.02722,0.02501,0.01915,0.02371,0.01729,0.02928,0.02766,0.01505,0.03199
1586.57,0.04275,0.0417,0.04041,0.01875,0.02394,0.02524,0.02909,0.009126,0.01517,0.02233,0.01001,0.01871,0.02906,0.03297,0.0244,0.02156,0.04335,0.02192,0.01593,0.01733,0.01309,0.01026,0.01261,0.01316,0.01046,0.03429,0.02764,0.01866,0.02694,0.0222,0.02493,0.02886,0.02379,0.02404,0.01787,0.01069,0.01838,0.01872,0.02461,0.02328,0.01843,0.01791,0.01013,0.01574,0.01147,0.02558,0.01219,0.0182,0.01854,0.01584,0.03692,0.02148,0.02533,0.03738,0.02229,0.03563,0.02523,0.02719,0.02845,0.02569,0.02147,0.02482,0.02096,0.021,0.02303,0.03446,0.03126,0.02349,0.02975,0.03,0.02893,0.02755,0.01695,0.0203,0.02343,0.03573,0.02276,0.02523,0.023,0.02816,0.02201,0.02437,0.02703,0.03092,0.0319,0.02398,0.02819,0.03439,0.03463,0.037,0.03781,0.05391,0.04734,0.02366,0.02624,0.0304,0.03779,0.03737,0.04201,0.02967,0.02568,0.01995,0.02376,0.01772,0.02605,0.02479,0.01612,0.03434
1585.1,0.04284,0.04319,0.04096,0.01994,0.02551,0.02606,0.02957,0.009103,0.01573,0.02342,0.01031,0.01863,0.02959,0.03435,0.02424,0.02225,0.04335,0.02238,0.01602,0.01774,0.0134,0.01067,0.01288,0.01347,0.01063,0.03539,0.02774,0.01909,0.02753,0.02239,0.0256,0.02879,0.02447,0.0239,0.01812,0.01096,0.01874,0.01923,0.02453,0.02292,0.01827,0.01832,0.01045,0.01586,0.0114,0.0259,0.01227,0.0185,0.01905,0.01644,0.0322,0.01891,0.0223,0.03287,0.01959,0.03145,0.02227,0.02446,0.0255,0.02246,0.01913,0.02216,0.01884,0.01823,0.02036,0.03006,0.02767,0.02031,0.02598,0.02733,0.02574,0.02512,0.01536,0.01775,0.02043,0.0373,0.02354,0.02564,0.02411,0.02896,0.02275,0.02507,0.02819,0.03183,0.03262,0.02471,0.02883,0.03655,0.0356,0.03848,0.03925,0.05693,0.04977,0.02414,0.02714,0.03162,0.039,0.03881,0.04388,0.03085,0.02648,0.02034,0.02368,0.01809,0.02314,0.02241,0.0168,0.03544
1583.64,0.04192,0.04264,0.03994,0.01997,0.02526,0.02604,0.02868,0.008851,0.01541,0.02336,0.009849,0.01767,0.02913,0.03474,0.02363,0.02184,0.04172,0.02208,0.01553,0.01743,0.01329,0.01053,0.01261,0.01314,0.01052,0.03532,0.02686,0.01886,0.02733,0.02227,0.02563,0.02806,0.02401,0.0227,0.01769,0.01074,0.0182,0.01907,0.02365,0.02198,0.01745,0.01789,0.01039,0.01559,0.01103,0.02528,0.01178,0.01791,0.01883,0.0162,0.02812,0.01646,0.01952,0.02893,0.01694,0.02724,0.01962,0.02188,0.02288,0.01949,0.01689,0.01986,0.01672,0.01593,0.01768,0.02599,0.02424,0.01738,0.0222,0.02459,0.02251,0.02283,0.01409,0.01532,0.01775,0.03641,0.02295,0.02493,0.02361,0.02847,0.02207,0.02435,0.0275,0.03124,0.03148,0.0241,0.02804,0.0362,0.03469,0.03769,0.03842,0.05639,0.04939,0.02335,0.02666,0.03085,0.03765,0.03804,0.04285,0.03025,0.02665,0.02036,0.02314,0.01752,0.02018,0.01993,0.01643,0.03433
1582.18,0.03863,0.04054,0.03729,0.01863,0.02363,0.02476,0.02632,0.00849,0.01405,0.02216,0.008919,0.01665,0.02828,0.03358,0.02223,0.0204,0.0401,0.02048,0.01433,0.01621,0.01251,0.009798,0.01136,0.01216,0.01002,0.03382,0.02531,0.01791,0.02611,0.02131,0.0249,0.0264,0.02226,0.02091,0.01622,0.0099,0.01679,0.01746,0.02216,0.02026,0.01625,0.01655,0.009823,0.01426,0.01048,0.02334,0.0109,0.01644,0.01777,0.01532,0.02391,0.01392,0.01678,0.02472,0.01452,0.02333,0.01714,0.01955,0.02041,0.0167,0.0148,0.01762,0.01423,0.01372,0.0152,0.02216,0.02103,0.01481,0.01901,0.02196,0.0194,0.02016,0.01261,0.01311,0.01492,0.03313,0.02106,0.02284,0.02127,0.02643,0.01963,0.02224,0.02494,0.02862,0.02855,0.02202,0.02569,0.03339,0.03145,0.03432,0.035,0.05167,0.04529,0.02132,0.02444,0.02822,0.03409,0.03457,0.03881,0.02734,0.02532,0.02017,0.022,0.01601,0.01701,0.01747,0.01515,0.03125
